"№ ВД","OBO","Назва регіону України","Місцезнаходження та адреса приміщення для голосування","Latitude","Longitude","1) К-сть одержаних бюлетенів","2) К-сть невикористаних бюлетенів","3) К-сть виборців, внесених до списку виборців","4) К-сть виборців, внесених до витягу зі списку виборців","5) К-сть виборців, які отримали бюлетені у приміщенні","6) К-сть виборців, які отримали за місцем перебування","7) Сумарна к-сть виборців, які отримали бюлетені","8) К-сть бюлетенів, що виявилися у кожній скринці","9) К-сть бюлетенів, що не підлягають врахуванню","10) К-сть виборців, які взяли участь у голос. у приміщенні для гол.","11) К-сть виборців, які взяли участь у голос. за місцем перебування","12) К-сть виборців, які взяли участь у голосуванні на виборчій дільниці","13) К-сть бюлетенів, визнаних недійсними","14) Сумарна к-сть голосів виборців ЗА","Акашев
Валентин
Анатолійович","Вітушко
Олег
Вікторович","Гудов
Іван
Ілліч","Корж
Євген
Юрійович","Кравченко
Микола
Васильович","Пономаренко
Ілля
Миколайович","Пономарьов
Андрій
Вікторович","Сурін
Андрій
Миколайович","Герасимчук
Анатолій
Андрійович","Коваленко
Василь
Васильович","Міщенко
Ігор
Іванович","Раковський
Олександр
Степанович","Риженков
Олександр
Миколайович","Філіндаш
Сергій
Миколайович","Ясько
Геннадій
Геннадійович","Борковець
Алла
Олексіївна","Васильєв
Олександр
Андрійович","Прилепський
Віктор
Володимирович","Сучков
Олексій
Анатолійович","Шанова
Людмила
Миколаївна","Асєєв
Олег
Анатолійович","Білий
Олексій
Петрович","Гудзюк
Сергій
Степанович","Дейнєс
Віталій
Геннадійович","Конишев
Геннадій
Аркадійович","Красновський
Сергій
Борисович","Решетняк
Ігор
Миколайович","Тіхонова
Лілія
Валентинівна","Асєєв
Ігор
Анатолійович","Забавін
Дмитро
В’ячеславович","Матвієнков
Сергій
Анатолійович","Мороз
Анатолій
Михайлович","Пуговкін
Дмитро
Юрійович","Романюк
Олександр
Володимирович","Щербаков
Сергій
Андрійович","Яременко
Микола
Дмитрович","Бакуліна
Наталія
Василівна","Борт
Віталій
Петрович","Молоков
Денис
Геннадійович","Наумов
Олександр
Олександрович","Новаковський
Іван
Сергійович","Поліванов
Олег
Олександрович","Ткачук
Лариса
Віталіївна","Бєліков
Юрій
Миколайович","Кисельов
Юрій
Анатолійович","Ложечкін
Вадим
Сергійович","Нагорний
Тимофій
Олександрович","Новиков
Станіслав
Олегович","Омельченко
Валерій
Павлович","Волинець
Євгеній
Валерійович","Здор
Костянтин
Семенович","Кушніров
Олександр
Леонідович","Лук’янов
Владислав
Валентинович","Півень
Микола
Іванович","Подорожко
Євген
Сергійович","Романченко
Олексій
Віталійович","Волошин
Геннадій
Якович","Литвинов
Леонід
Федорович","Славгородський
Ігор
Васильович","Стужук
Микола
Олександрович","Другашов
Дмитро
Олександрович","Жмурко
Андрій
Анатолійович","Поддубний
Володимир
Анатолійович","Подколзін
Тимур
Сергійович","Попов
Василь
Миколайович","Проценко
Володимир
Васильович","Рибак
Володимир
Іванович","Рижков
Анатолій
Іванович","Шкіря
Ігор
Миколайович","Алишев
Олександр
Миколайович","Антип
Петро
Іванович","Березовий
Микола
Вікторович","Весьолкін
Володимир
Юрійович","Вініченко
Сергій
Вікторович","Герасимов
Артур
Володимирович","Гончаров
Анатолій
Дмитрович","Карпушев
Олексій
Олександрович","Поляков
Віталій
Дмитрійович","Попов
Роман
Валентинович","П’ятько
Роман
Анатолійович","Черненко
Віталій
Григорович","Шило
Віталій
Олександрович","Байсаров
Леонід
Володимирович","Єлін
Ілля
Костянтинович","Єрмоленко
Олена
Олександрівна","Яструбенко
Олександр
Васильович","Гур
Юлія
Олександрівна","Омельянович
Денис
Сергійович","Ходус
Микола
Олександрович","Шипілов
Олег
Федорович","Боярський
Юрій
Іванович","Гордієнко
Сергій
Леонідович","Городенський
Максим
Олексійович","Корнієнко
Сергій
Миколайович","Кривошеєв
Дмитро
Олексійович","Ржавський
Володимир
Іванович","Сопельник
Віктор
Іванович","Азаров
Олексій
Миколайович","Бондарєв
Вадим
Анатолійович","Вєкуа
Фрідон
Напойович","Єрмак
Олег
Віталійович","Зонтов
Олег
Вячеславович","Казацький
Дмитро
Геннадійович","Котенко
Олег
Олексійович","Мельник
Віталій
Володимирович","Підлісний
Ігор
Павлович","Хмельовий
Анатолій
Петрович","Єрдакій
Олег
Миколайович","Каплунов
Денис
Вікторович","Капля
Вадим
Вікторович","Клюєв
Сергій
Петрович","Матейченко
Костянтин
Володимирович","Теплицький
Валерій
Павлович","Волкова
Ольга
Іванівна","Гришко
Олег
Борисович","Звягільський
Юхим
Леонідович","Сінілов
Олександр
Валерійович","Топузов
Олександр
Юрійович","Волинко
Микола
Миколайович","Жнівін
Сергій
Юрійович","Кравченко
Анатолій
Васильович","Левицький
Євген
Леонідович","Левченко
Микола
Олександрович","Лигін
Роман
Олександрович","Лягін
Роман
Вікторович","Нікітін
Станіслав
Олександрович","Симоненко
Олександр
Борисович","Абрамчук
Євген
Миколайович","Бунтовський
Сергій
Юрійович","Вельдяксова
Ольга
Олександрівна","Волков
Роман
Юрійович","Екштейн
Інна
Миколаївна","Коваленко
Юрій
Тимофійович","Кутепов
Микола
Леонідович","Ландик
Валентин
Іванович","Лівочка
Олександр
Васильович","Рищенко
Наталя
Ашотовна","Анікушин
Сергій
Ігорович","Бахтеєва
Тетяна
Дмитрівна","Лук’янець
Володимир
Васильович","Талишев
Євген
Іванович","Шейко
Вольга
Василівна","Юрчак
Вадим
Олександрович","Бобков
Олександр
Михайлович","Деркач
Володимир
Григорович","Заярний
Артем
Олексійович","Скакун
Павло
Петрович","Дата підписання протоколу"
"142264","58","Донецька область","пров.Трамвайний, 22, м.Маріуполь, Донецька обл., 87548","47.103136","37.520923","2208","917","2189","14","1277","14","1291","","0","1277","14","1291","54","1237","","","","","","","","","","","","","","","","","","","","","126","606","20","260","20","35","148","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142265","58","Донецька область","вул.Карла Лібкнехта, 177, м.Маріуполь, Донецька обл., 87547","47.1077665","37.5170529","1064","456","1061","11","598","10","608","","0","598","10","608","32","576","","","","","","","","","","","","","","","","","","","","","60","273","6","99","13","15","96","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142266","58","Донецька область","вул.50 років СРСР, 56, м.Маріуполь, Донецька обл., 87547","47.11085","37.51937","2160","860","2135","41","1264","36","1300","","0","1264","36","1300","57","1243","","","","","","","","","","","","","","","","","","","","","110","590","20","273","34","37","144","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142267","58","Донецька область","вул.50 років СРСР, 56, м.Маріуполь, Донецька обл., 87547","47.11085","37.51937","1736","763","1722","24","950","23","973","","0","950","23","973","30","943","","","","","","","","","","","","","","","","","","","","","78","471","7","187","18","34","118","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142268","58","Донецька область","вул.50 років СРСР, 57, м.Маріуполь, Донецька обл., 87547","47.11233","37.52024","2304","928","2280","27","1353","23","1376","","0","1353","23","1376","60","1316","","","","","","","","","","","","","","","","","","","","","140","653","34","246","30","34","146","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142269","58","Донецька область","вул.50 років СРСР, 57, м.Маріуполь, Донецька обл., 87547","47.11233","37.52024","2400","1104","2364","27","1270","26","1296","","0","1270","26","1296","52","1244","","","","","","","","","","","","","","","","","","","","","93","649","25","263","26","38","125","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142270","58","Донецька область","вул.50 років СРСР, 57, м.Маріуполь, Донецька обл., 87547","47.11233","37.52024","2440","1082","2409","32","1326","32","1358","","0","1326","32","1358","49","1309","","","","","","","","","","","","","","","","","","","","","141","666","23","217","30","27","169","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142271","58","Донецька область","вул.Матросова, 7, м.Маріуполь, Донецька обл., 87528","47.109716","37.5287565","1312","689","1293","5","619","4","623","","0","619","4","623","25","598","","","","","","","","","","","","","","","","","","","","","51","268","21","124","6","22","88","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142272","58","Донецька область","вул.Урицького, 92А, м.Маріуполь, Донецька обл., 87554","47.1195392","37.520188","1984","851","1956","27","1108","25","1133","","0","1108","25","1133","68","1065","","","","","","","","","","","","","","","","","","","","","97","555","18","198","19","32","111","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142273","58","Донецька область","вул.Урицького, 92А, м.Маріуполь, Донецька обл., 87554","47.1195392","37.520188","2256","933","2214","13","1312","11","1323","","0","1312","11","1323","48","1275","","","","","","","","","","","","","","","","","","","","","88","699","28","252","35","39","110","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142274","58","Донецька область","вул.Урицького, 92А, м.Маріуполь, Донецька обл., 87554","47.1195392","37.520188","2159","964","2113","16","1180","15","1195","","0","1180","15","1195","61","1134","","","","","","","","","","","","","","","","","","","","","103","575","23","202","34","45","123","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142275","58","Донецька область","вул.Урицького, 92А, м.Маріуполь, Донецька обл., 87554","47.1195392","37.520188","2032","949","1984","22","1063","20","1083","","0","1063","20","1083","43","1040","","","","","","","","","","","","","","","","","","","","","54","603","21","177","13","32","108","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142276","58","Донецька область","вул.Урицького, 90А, м.Маріуполь, Донецька обл., 87554","47.1202556","37.5217787","2048","1027","2015","11","1011","10","1021","","0","1011","10","1021","48","973","","","","","","","","","","","","","","","","","","","","","85","468","14","224","12","28","104","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142277","58","Донецька область","вул.Урицького, 90А, м.Маріуполь, Донецька обл., 87554","47.1202556","37.5217787","2112","937","2070","21","1155","20","1175","","0","1155","20","1175","54","1121","","","","","","","","","","","","","","","","","","","","","125","494","24","255","36","29","111","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142278","58","Донецька область","вул.Урицького, 90А, м.Маріуполь, Донецька обл., 87554","47.1202556","37.5217787","2248","1100","2222","12","1138","10","1148","","0","1138","10","1148","54","1094","","","","","","","","","","","","","","","","","","","","","81","546","20","229","32","25","125","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142279","58","Донецька область","вул.Урицького, 90А, м.Маріуполь, Донецька обл., 87554","47.1202556","37.5217787","1671","760","1629","15","896","15","911","","0","896","15","911","46","865","","","","","","","","","","","","","","","","","","","","","102","402","18","164","18","34","111","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142280","58","Донецька область","вул.50 років СРСР, 46 м.Маріуполь, Донецька обл., 87547","47.1118499","37.51752","2200","820","2160","29","1352","28","1380","","0","1352","28","1380","59","1321","","","","","","","","","","","","","","","","","","","","","100","748","16","228","15","36","137","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142281","58","Донецька область","бульв.Шевченка, 353, м.Маріуполь, Донецька обл., 87512","47.1160343","37.5168881","2440","1147","2408","11","1283","10","1293","","0","1283","10","1293","80","1213","","","","","","","","","","","","","","","","","","","","","106","583","28","280","23","43","119","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"142282","58","Донецька область","бульв.Шевченка, 353, м.Маріуполь, Донецька обл., 87512","47.1160343","37.5168881","2504","1116","2467","10","1380","8","1388","","0","1380","8","1388","64","1324","","","","","","","","","","","","","","","","","","","","","118","605","18","294","24","59","151","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
