"№ ВД","OBO","Назва регіону України","Місцезнаходження та адреса приміщення для голосування","Latitude","Longitude","1) К-сть одержаних бюлетенів","2) К-сть невикористаних бюлетенів","3) К-сть виборців, внесених до списку виборців","4) К-сть виборців, внесених до витягу зі списку виборців","5) К-сть виборців, які отримали бюлетені у приміщенні","6) К-сть виборців, які отримали за місцем перебування","7) Сумарна к-сть виборців, які отримали бюлетені","8) К-сть бюлетенів, що виявилися у кожній скринці","9) К-сть бюлетенів, що не підлягають врахуванню","10) К-сть виборців, які взяли участь у голос. у приміщенні для гол.","11) К-сть виборців, які взяли участь у голос. за місцем перебування","12) К-сть виборців, які взяли участь у голосуванні на виборчій дільниці","13) К-сть бюлетенів, визнаних недійсними","14) Сумарна к-сть голосів виборців ЗА","Демішкан
Володимир
Федорович","Запорожець
Іван
Іванович","Ільїнова
Лідія
Рефатівна","Кравченко
Ольга
Ігнатівна","Сивоконь
Тетяна
Семенівна","Черенков
Олександр
Павлович","Чудовський
Андрій
Ігорович","Штомпель
Віталій
Олександрович","Мілейко
Володимир
Володимирович","Слєпцов
Микола
Миколайович","Тихонов
Віктор
Миколайович","Холопов
Олександр
Володимирович","Шакун
Сергій
Вікторович","Юник
Володимир
Йосипович","Біленький
Олександр
Юрійович","Бобошко
Микола
Михайлович","Бухалов
Олександр
Юрійович","Іоффе
Юлій
Якович","Клименко
Дмитро
Володимирович","Козюберда
Костянтин
Григорійович","Костєв
Микола
Михайлович","Радченко
Ігор
Олександрович","Сичова
Олена
Іванівна","Сінченко
Сергій
Григорович","Хохлов
Юрій
Миколайович","Баркасов
Олексій
Володимирович","Бондарєв
Віктор
Леонідович","Гайдей
Олександр
Петрович","Доровський
Юрій
Михайлович","Ільченко
Костянтин
Григорійович","Коваль
Олександр
Іванович","Степанець
Олена
Миколаївна","Бебешко
Олександр
Миколайович","Горулько
Юлія
Олександрівна","Жученко
Олександр
Вікторович","Іванов
Дмитро
Валерійович","Кириченко
Микола
Єгорович","Лисянський
Павло
Леонідович","Саліхов
Артем
Романович","Чуб
Володимир
Євгенович","Бойко
Володимир
Олександрович","Букаєва
Марина
Володимирівна","Данієлян
Вадим
Романович","Дудник
Олена
Григорівна","Кісельов
Олег
Валентинович","Корнієвський
Аркадій
Юрійович","Кривобоков
Артем
Анатолійович","Лозко
Ігор
Якович","Макаров
Костянтин
Костянтинович","Макаров
Олександр
Костянтинович","Медяник
Володимир
Юрійович","Моравський
Юрій
Вікторович","Павлінський
Олексій
Вікторович","Пригеба
Григорій
Валентинович","Рєзнік
Микола
Миколайович","Суглобов
Євген
Валерійович","Андріянов
Олександр
Олександрович","Гуславський
Володимир
Станіславович","Заіка
Артем
Миколайович","Кириченко
Людмила
Федорівна","Колесніков
Володимир
Анатолійович","Мошенський
Валерій
Захарович","Підгорний
Володимир
Миколайович","Ржавський
Олександр
Миколайович","Сафонова
Дар’я
Євгеніївна","Терніков
Юрій
Миколайович","Федоров
Василь
Васильович","Фролов
Володимир
Миколайович","Чередник
Геннадій
Олександрович","Аннушак
Сергій
Васильович","Гладких
Валентин
Валерійович","Дунаєв
Сергій
Володимирович","Єфіменко
Євгеній
Олегович","Кримцев
Віктор
Олексійович","Крисанов
Леонід
Дмитрович","Слєсарєв
Ігор
Едуардович","Теросипов
Вячеслав
Михайлович","Філь
Сергій
Олександрович","Шахов
Сергій
Володимирович","Шведов
Віталій
Миколайович","Беркут
Ігор
Віталійович","Грицишин
Геннадій
Андрійович","Казаков
Олег
Іванович","Казаков
Сергій
Вікторович","Карацуба
Павло
Васильович","Комчадалов
Євгеній
Євгенович","Корчагін
Павло
Петрович","Кунченко
Олексій
Петрович","Луговцов
Олексій
Сергійович","Припотень
Володимир
Юрійович","Самарський
Сергій
Вікторович","Сідєльнікова
Галина
Анатоліївна","Фурман
Юрій
Анатолійович","Хітько
Ірина
Сергіївна","Шахов
Сергій
Олександрович","Шевчук
Вячеслав
Анатолійович","Барвіна
Наталія
Олександрівна","Вікторов
Андрій
Сергійович","Горохов
Сергій
Олександрович","Жданова
Валентина
Олександрівна","Кривобоков
Владислав
Анатолійович","Мошенський
Сергій
Захарович","Попов
Володимир
Євгенович","Скіріч
Андрій
Степанович","Тамашев
Геннадій
Анатолійович","Чаленко
Максим
Михайлович","Василенко
Ольга
Дмитрівна","Василенко
Сергій
Петрович","Гейченко
Ігор
Васильович","Гончаров
Володимир
Олександрович","Гончаров
Олег
Борисович","Гончарук
Тетяна
Сергіївна","Гринюк
Світлана
Петрівна","Давидов
Сергій
Іванович","Демидович
Ірина
Володимирівна","Денищенко
Денис
Вікторович","Євлашин
Володимир
Анатолійович","Жароїд
Костянтин
Анатолійович","Зуєва
Карина
Олександрівна","Клєшнін
Роман
Євгенович","Ковальов
Павло
Олексійович","Криштов
Євген
Федорович","Мартиненков
Ігор
Миколайович","Масюк
Олег
Віталійович","Морочко
Юрій
Петрович","Пащук
Михайло
Федорович","Прокошин
Олександр
Ігорович","Сердюков
Василь
Михайлович","Струк
Володимир
Олексійович","Уманець Віталій Костянтинович","Філіпський Олександр Михайлович","Шаповалов Андрій Анатолійович","Шаповалов Віталій Олександрович","Шахов Володимир Миколайович","Дата підписання протоколу"
"441036","111","Луганська область","кв-л Шахтарський, школа №3, м.Ровеньки, Луганська обл., 94707","48.07132","39.4016","1216","484","1200","26","709","23","732","","0","709","23","732","26","706","","","","","","","","","","","","","","","","","","","","","","","","","","","10","158","121","18","10","360","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441037","111","Луганська область","кв-л Гагаріна, школа №9, м.Ровеньки, Луганська обл., 94707","48.0693537","39.4109379","2352","1202","2296","24","1135","15","1150","","0","1135","15","1150","44","1106","","","","","","","","","","","","","","","","","","","","","","","","","","","28","303","196","31","13","491","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441038","111","Луганська область","кв-л Гагаріна, 3А, м.Ровеньки, Луганська обл., 94707","48.0692517","39.4060834","2376","1164","2351","33","1183","29","1212","","0","1183","29","1212","58","1154","","","","","","","","","","","","","","","","","","","","","","","","","","","34","330","163","36","13","537","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441039","111","Луганська область","вул.Дзержинського, 82, м.Ровеньки, Луганська обл., 94707","48.0698478","39.396034","2120","944","2090","48","1140","36","1176","","0","1140","36","1176","42","1134","","","","","","","","","","","","","","","","","","","","","","","","","","","21","311","198","35","12","509","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441040","111","Луганська область","вул.Дзержинського, 80, м.Ровеньки, Луганська обл., 94707","48.0698478","39.396034","2144","1059","2109","35","1061","24","1085","","0","1061","24","1085","72","1013","","","","","","","","","","","","","","","","","","","","","","","","","","","22","279","182","37","7","462","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441043","111","Луганська область","вул.Пархоменка, 5, смт Михайлівка, м.Ровеньки, Луганська обл., 94790","48.07788","39.39931","944","396","925","30","519","29","548","","0","519","29","548","22","526","","","","","","","","","","","","","","","","","","","","","","","","","","","4","146","110","7","2","236","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441047","111","Луганська область","вул.Герцена, 8А, смт Дзержинський, м.Ровеньки, Луганська обл., 94787","48.04519","39.441","2120","916","2094","113","1106","98","1204","","0","1106","98","1204","52","1152","","","","","","","","","","","","","","","","","","","","","","","","","","","24","228","258","21","7","572","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441049","111","Луганська область","вул.Торгова, 3, смт Нагольно-Тарасівка, м.Ровеньки, Луганська обл., 94792","48.00267","39.47951","1568","550","1549","123","919","99","1018","","0","919","99","1018","40","978","","","","","","","","","","","","","","","","","","","","","","","","","","","20","165","249","19","10","478","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441053","111","Луганська область","вул.Комсомольська, 43, смт Новодар’ївка, м.Ровеньки, Луганська обл., 94786","48.08073","39.37691","1032","502","1009","74","473","57","530","","0","473","57","530","17","513","","","","","","","","","","","","","","","","","","","","","","","","","","","15","140","74","9","3","213","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441061","111","Луганська область","вул.Стаханова, 27, смт Ясенівський, м.Ровеньки, Луганська обл., 94780","48.0988","39.37036","2272","1027","2221","59","1195","50","1245","","0","1195","50","1245","35","1210","","","","","","","","","","","","","","","","","","","","","","","","","","","19","385","235","30","6","490","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441064","111","Луганська область","вул.Леніна, 21, смт Ясенівський, м.Ровеньки, Луганська обл., 94781","48.08894","39.36926","2272","1008","2237","63","1219","45","1264","","0","1219","45","1264","52","1212","","","","","","","","","","","","","","","","","","","","","","","","","","","17","436","193","25","6","488","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441066","111","Луганська область","вул.Гагаріна, 40А, с.Грибуваха, м.Ровеньки, Луганська обл., 94793","48.10696","39.37982","432","203","420","29","206","23","229","","0","206","23","229","11","218","","","","","","","","","","","","","","","","","","","","","","","","","","","2","45","72","1","1","93","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441067","111","Луганська область","вул.Шевченка, 11, м.Ровеньки, Луганська обл., 94701","48.0844233","39.3948353","504","460","52","23","24","20","44","","0","24","20","44","2","42","","","","","","","","","","","","","","","","","","","","","","","","","","","5","11","5","0","0","20","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441092","111","Луганська область","вул.Міра, 3, м.Свердловськ, Луганська обл., 94801","48.0579569","39.6362869","1664","831","1639","67","777","56","833","","0","777","56","833","38","795","","","","","","","","","","","","","","","","","","","","","","","","","","","12","129","180","26","32","382","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441093","111","Луганська область","вул.Якіра, ВП ""Обчислювальний центр"", м.Свердловськ, Луганська обл., 94801","48.08227","39.63621","1088","502","1083","27","560","26","586","","0","560","26","586","24","562","","","","","","","","","","","","","","","","","","","","","","","","","","","7","89","131","22","18","254","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441094","111","Луганська область","вул.Зарєчная, 55, м.Свердловськ, Луганська обл., 94801","48.0811372","39.6133518","1336","752","1325","22","566","18","584","","0","566","18","584","22","562","","","","","","","","","","","","","","","","","","","","","","","","","","","5","74","119","18","13","293","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441097","111","Луганська область","вул.Горюшкіна, 1, м.Свердловськ, Луганська обл., 94802","48.1018912","39.6392761","1176","599","1178","39","539","38","577","","0","539","38","577","26","551","","","","","","","","","","","","","","","","","","","","","","","","","","","9","98","172","14","9","231","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441098","111","Луганська область","вул.Заводская, 1, м.Свердловськ, Луганська обл., 94801","48.0904425","39.6596676","1592","816","1592","78","706","70","776","","0","706","70","776","31","745","","","","","","","","","","","","","","","","","","","","","","","","","","","6","102","161","20","13","392","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441099","111","Луганська область","пл.Дружби, 6, м.Свердловськ, Луганська обл., 94801","48.0844931","39.4736598","2424","1169","2394","48","1217","38","1255","","0","1217","38","1255","45","1210","","","","","","","","","","","","","","","","","","","","","","","","","","","21","171","219","46","30","651","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
